TM resonant wavenumbers:  
   418 17.474750377278               0
   419 17.474750377278               0
   420 17.505102398292               0
   421 17.732926983442               0
   422 17.732926983442               0
   423 17.741156418067               0
   424 17.759168236791               0
   425 17.820521883858               0
   426 17.820521883858               0
   427 17.875859635164               0
   428 17.956041585666               0
   429 18.044522083687               0
   430 18.077174388516               0
   431 18.132318883385               0
   432 18.132318883385               0
   433 18.175531511994               0
   434 18.404591214085               0
   435 18.404591214085               0
   436 18.458608808869               0
   437 18.488228574138               0
   438 18.521084069243               0
   439 18.521084069243               0
   440 18.876658896946               0
   441 18.892210006226               0
   442 19.023037976448               0
   443 19.023037976448               0
   444 19.197919594369               0
   445 19.267512221833               0
   446 19.390484296989               0
   447 19.600943061968               0
   448 19.600943061968               0
   449 19.751352833121               0
   450 19.751352833121               0
   451 19.843126626534               0
   452 20.170915107426               0
   453 20.191755572796               0
   454 20.196394239202               0
   455 20.242482984005               0
   456 20.242482984005               0
   457 20.428633252835               0
   458 20.580515437667               0
   459 20.580515437667               0
   460 20.614559497338               0
   461 20.784185497878               0
   462 20.784185497878               0
   463 20.867366893272               0
   464   20.8705961845               0
   465 20.956416480407               0
   466 21.010817992853               0
   467 21.095166674314               0
   468 21.095166674314               0
   469 21.520520001732               0
   470 21.520520001732               0
   471 21.643637821519               0
   472 21.671583142153               0
   473 21.783109589267               0
   474 21.878702652183               0
   475 21.994269194893               0
   476 21.994269194893               0
   477 22.068646690326               0
   478 22.126689789481               0
   479 22.126689789481               0
   480 22.284768921725               0
   481 22.659672087729               0
   482 22.810982040186               0
   483 22.810982040186               0
   484 23.290325794667               0
   485 23.434267209495               0
   486 24.128522112353               0
   487 24.128522112353               0
   488  24.78415805069               0
   489 25.118793716619               0
   490 25.738533226315               0
   491 25.738533226315               0
   492 26.306547790446               0
   493 26.607422095827               0
   494 27.086487706106               0
   495 27.086487706106               0
   496  27.49460600568               0
   497 27.719389035207               0
   498 28.019184616629               0
   499 28.019184616629               0
   500 28.278021360316               0
   501 28.316143282002               0
   502 28.464748459129               0
   503 28.464748459129               0
   504 28.519877226583               0
